"Department","Number","Name","Credits","Description","Prerequisites"
CMIS,"4100",Game Design I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55370
CMIS,"4110",Game Design II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55371
CMIS,"4115",Artificial Intelligence for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55372
CMIS,"4116",Game Design Studio I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57861
CMIS,"4117",Game Design Studio II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57862
CMIS,"4120",Game Development II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55373
CMIS,"4140","3D Modeling and Graphics",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55374
CMIS,"4145",Advanced 3D Modeling for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57863
CMIS,"4155",Game Engine Pipeline,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57864
CMIS,"4160","3D Animation and Motion Graphics",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55375
CMIS,"4180",Visual Effects for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55376
CMIS,"4195",Level Design for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57865
CMIS,"4200",Data Visualization,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55377
CMIS,"4300",Advanced Game Engine Pipeline,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55378
CMIS,"4310",Motion Capture Pipeline,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55379
CMIS,"4315",Advanced Motion Capture Pipeline,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55380
CMIS,"4318",Mobile Game Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57866
CMIS,"4330",Playtesting for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57867
CMIS,"4350",Advanced Media Technology Practicum,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55382
CMIS,"4375",Advanced Visual Effects for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57868
CMIS,"4400",Motion Graphics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57869
CMIS,"4500",Techniques for Multimedia Narrative Investigation,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58187
CMIS,"4520",Narrating Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58188
CMIS,"4670",Entrepreneurship in the Music Industry,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55389
CMIS,"4680",Social Media for the Entertainment Industries,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55390
CMIS,"4870",Honors Thesis I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55391
CMIS,"4880",Honors Thesis II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55392
CMIS,"4900",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57870
CMIS,"4905",Digital Literacy Leadership,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57871
CMIS,"4910",Special Topics in Creative Media CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55393
CMIS,"4912",Games Studies,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57872
CMIS,"4914",Special Topics in Media/Arts Entrepreneurship,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55394
CMIS,"4915",Special Topics in Advanced Technology Content Production,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55395
CMIS,"4980",Internship,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55396
CMIS,"4999",Directed Readings,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57982
CPS,"2500",Career Development and Life Planning,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57987
CPS,"3200",Diversity and Human Relations,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55427
CPS,"3300",Interpersonal Communication Skills,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55428
CPS,"3400",Career and Lifespan Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55429
CPS,"3500",Stress and Stress Management,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55430
CPS,"3600","Positive Psychology: Not Just Happiness, but Pursuit of a Meaningful Life",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55431
CPS,"4880",Peer Mentoring for a More Inclusive Campus Community,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55432
CRJU,"1100",Introduction to Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55433
CRJU,"2010",Proseminar in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57876
CRJU,"2110",Policing in America,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55434
CRJU,"2200",Social Science and the American Crime Problem,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55435
CRJU,"2310",Corrections,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55436
CRJU,"2700",American Criminal Courts,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55437
CRJU,"3005",Career Planning & Management,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55438
CRJU,"3020",Research Methods in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55439
CRJU,"3060",Ethical Issues in Criminal Justice (CTW),4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55440
CRJU,"3070",Race and the Criminal Justice System,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55441
CRJU,"3100",Introduction to Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55442
CRJU,"3210",Juvenile Offending,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55443
CRJU,"3350",Prisons and Jails,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55444
CRJU,"3405",Digital Crime Problem,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57877
CRJU,"3410",Criminological Theory,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55445
CRJU,"3415",Future Crime,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57878
CRJU,"3610",Statistical Analyses in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55446
CRJU,"3710",Policing and Individual Rights,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55447
CRJU,"4010",Gender in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55448
CRJU,"4020",Criminal Justice Policy Analysis,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55449
CRJU,"4040",Comparative Criminal Justice Systems,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55450
CRJU,"4050",Wrongful Convictions,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55451
CRJU,"4070",Family Violence and Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55452
CRJU,"4080",Crime and the Media,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55453
CRJU,"4230",Juvenile Corrections,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55457
CRJU,"4350",Community Based Corrections,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55458
CRJU,"4405",Cybercrime,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57879
CRJU,"4415",Based Cybersecurity,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57880
CRJU,"4420",Crime Typologies,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55459
CRJU,"4425",Cybercrime Investigations,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57881
CRJU,"4430",White Collar Crime,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55460
CRJU,"4440",Street Crime,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55461
CRJU,"4450","Drugs, Crime and Policing",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55462
CRJU,"4460",Serial Killers,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55463
CRJU,"4470",Mass Murders,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58141
CRJU,"4500",Criminal Justice Management,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55464
CRJU,"4720","Law, Justice & Social Change",4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55465
CRJU,"4760",Criminal Procedure,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55466
CRJU,"4770",Criminal Evidence,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55467
CRJU,"4780",Criminal Law,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55468
CRJU,"4800",Mental Health Issues in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55469
CRJU,"4810",Reenvisioning Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58143
CRJU,"4900",Selected Topics in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55470
CRJU,"4910",Selected Legal Issues in Criminal Justice,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55471
